Trimestre,Categoria,Tipo,Evento,DataInicio,DataFim,Cor,Subtipo,Bloco-Contrato
Trim 3,Prazos Contratuais ANP,,Início,2013-08-06 00:00:00,,00FF00,Prazos Contratuais ANP,FZA-M-57-FZA-M-57_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-06 00:00:00,,00FF00,Prazos Contratuais ANP,FZA-M-59-FZA-M-59_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-06 00:00:00,,00FF00,Prazos Contratuais ANP,FZA-M-86-FZA-M-86_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-06 00:00:00,,00FF00,Prazos Contratuais ANP,FZA-M-88-FZA-M-88_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-29 00:00:00,,00FF00,Prazos Contratuais ANP,1-SPS-98-BM-S-50
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,BAR-M-300-BAR-M-300_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,BAR-M-342-BAR-M-342_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,BAR-M-344-BAR-M-344_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,BAR-M-388-BAR-M-388_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-596-ES-M-596_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-598-ES-M-598_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-669-ES-M-669_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-671-ES-M-671_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-673-ES-M-673_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-743-ES-M-743_R11
Trim 3,Prazos Contratuais ANP,,Início,2013-08-30 00:00:00,,00FF00,Prazos Contratuais ANP,POT-M-764-POT-M-764_R11
Trim 3,Prazos Contratuais ANP,,Início,2014-07-23 00:00:00,,00FF00,Prazos Contratuais ANP,BLOCK 11-BLOCK 11
Trim 3,Prazos Contratuais ANP,,Início,2014-08-08 00:00:00,,00FF00,Prazos Contratuais ANP,1-CES-161-BM-POT-17
Trim 3,Prazos Contratuais ANP,,Início,2014-09-03 00:00:00,,00FF00,Prazos Contratuais ANP,SÉPIA-CESSÃO ONEROSA
Trim 3,Prazos Contratuais ANP,,Início,2018-07-05 00:00:00,,00FF00,Prazos Contratuais ANP,ASTILLERO-ASTILLERO
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,C-M-657-C-M-657_R15
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,C-M-709-C-M-709_R15
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,C-M-753-C-M-753_R15
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,C-M-789-C-M-789_R15
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,POT-M-762-POT-M-762_R15
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,POT-M-859-POT-M-859_R15
Trim 3,Prazos Contratuais ANP,,Início,2018-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,POT-M-952-POT-M-952_R15
Trim 3,Prazos Contratuais ANP,,Término,2016-07-08 00:00:00,,00FF00,Prazos Contratuais ANP,PAMA-M-192-BM-PAMA-8
Trim 3,Prazos Contratuais ANP,,Término,2016-07-08 00:00:00,,00FF00,Prazos Contratuais ANP,PAMA-M-194-BM-PAMA-8
Trim 3,Prazos Contratuais ANP,,Término,2025-09-02 00:00:00,,00FF00,Prazos Contratuais ANP,1-SPS-98-BM-S-50
Trim 3,Prazos Contratuais ANP,,Término,2025-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,C-M-657-C-M-657_R15
Trim 3,Prazos Contratuais ANP,,Término,2025-09-11 00:00:00,,00FF00,Prazos Contratuais ANP,C-M-709-C-M-709_R15
Trim 3,Prazos Contratuais ANP,,Término,2026-07-18 00:00:00,,00FF00,Prazos Contratuais ANP,1-RJS-652A-BM-S-24
Trim 3,Prazos Contratuais ANP,,Término,2026-07-22 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-598-ES-M-598_R11
Trim 3,Prazos Contratuais ANP,,Término,2026-07-22 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-671-ES-M-671_R11
Trim 3,Prazos Contratuais ANP,,Término,2026-07-22 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-673-ES-M-673_R11
Trim 3,Prazos Contratuais ANP,,Término,2026-07-22 00:00:00,,00FF00,Prazos Contratuais ANP,ES-M-743-ES-M-743_R11
Trim 3,Prazos Contratuais ANP,,Término,2026-09-17 00:00:00,,00FF00,Prazos Contratuais ANP,SUDOESTE DE TARTARUGA VERDE-Tartaruga Verde_P5
Trim 3,Prazos Contratuais ANP,,Término,2027-08-28 00:00:00,,00FF00,Prazos Contratuais ANP,FZA-M-59-FZA-M-59_R11
Trim 3,Prazos Contratuais ANP,,Término,2050-09-03 00:00:00,,00FF00,Prazos Contratuais ANP,ATAPU-CESSÃO ONEROSA
Trim 3,Prazos Contratuais ANP,,Término,2050-09-03 00:00:00,,00FF00,Prazos Contratuais ANP,BÚZIOS-CESSÃO ONEROSA
Trim 3,Prazos Contratuais ANP,,Término,2050-09-03 00:00:00,,00FF00,Prazos Contratuais ANP,SÉPIA-CESSÃO ONEROSA
Trim 3,Prazos Contratuais ANP,,Término,2052-08-05 00:00:00,,00FF00,Prazos Contratuais ANP,MARLIM SUL-MARLIM SUL
Trim 3,Sísmica,,0256_3D_Albacora_Leste_2022,2022-07-04 00:00:00,2023-07-13 00:00:00,0000FF,0256_3D_Albacora_Leste_2022,ALBACORA LESTE-ALBACORA LESTE
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,2018-07-30 00:00:00,2018-09-20 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,C-M-277-C-M-277_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,2018-07-30 00:00:00,2018-09-20 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,C-M-344-C-M-344_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,2018-07-30 00:00:00,2018-09-20 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,C-M-346-C-M-346_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,2018-07-30 00:00:00,2018-09-20 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,C-M-411-C-M-411_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,2018-07-30 00:00:00,2018-09-20 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI ITERDEC INTEGRADO,C-M-413-C-M-413_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),2018-07-13 00:00:00,2019-02-21 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),C-M-277-C-M-277_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),2018-07-13 00:00:00,2019-02-21 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),C-M-344-C-M-344_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),2018-07-13 00:00:00,2019-02-21 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),C-M-346-C-M-346_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),2018-07-13 00:00:00,2019-02-21 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),C-M-411-C-M-411_R14
Trim 3,Sísmica,,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),2018-07-13 00:00:00,2019-02-21 00:00:00,0000FF,0326_3D_SPEC_OLHO_DE_BOI TGS (2018),C-M-413-C-M-413_R14
Trim 3,Sísmica,,0372_3D_NODES_BUZIOS_K_ITD,2023-09-05 00:00:00,2023-09-08 00:00:00,0000FF,0372_3D_NODES_BUZIOS_K_ITD,BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,0372_3D_NODES_BUZIOS_K_ITD,2023-09-05 00:00:00,2023-09-08 00:00:00,0000FF,0372_3D_NODES_BUZIOS_K_ITD,BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,AG - Albacora Leste Roncador - Streamer,2018-08-29 00:00:00,2023-01-10 00:00:00,0000FF,AG - Albacora Leste Roncador - Streamer,ALBACORA LESTE-ALBACORA LESTE
Trim 3,Sísmica,,AG - Albacora Leste Roncador - Streamer,2018-08-29 00:00:00,2023-01-10 00:00:00,0000FF,AG - Albacora Leste Roncador - Streamer,RONCADOR-RONCADOR
Trim 3,Sísmica,,AG - Aram Nodes,2020-07-09 00:00:00,2023-08-21 00:00:00,0000FF,AG - Aram Nodes,ARAM-Aram_P6
Trim 3,Sísmica,,AG - Roncador Nodes,2019-09-20 00:00:00,2023-03-06 00:00:00,0000FF,AG - Roncador Nodes,RONCADOR-RONCADOR
Trim 3,Sísmica,,Estudo de Parametrização para Cálculo de Time-Shifts,2020-07-02 00:00:00,2021-11-12 00:00:00,0000FF,Estudo de Parametrização para Cálculo de Time-Shifts,LIBRA-LIBRA_P1
Trim 3,Sísmica,,Migração do 3D_BRC_MARLIM_SUL_MARLIM 2010,2018-08-22 00:00:00,2019-03-15 00:00:00,0000FF,Migração do 3D_BRC_MARLIM_SUL_MARLIM 2010,MARLIM SUL-MARLIM SUL
Trim 3,Sísmica,,Migração do 3D_BRC_MARLIM_SUL_MARLIM 2010,2018-08-22 00:00:00,2019-03-15 00:00:00,0000FF,Migração do 3D_BRC_MARLIM_SUL_MARLIM 2010,MARLIM-MARLIM
Trim 3,Sísmica,,Naru - Brisa,2020-09-02 00:00:00,2022-10-13 00:00:00,0000FF,Naru - Brisa,C-M-657-C-M-657_R15
Trim 3,Sísmica,,Parametrização de levantamento OBN em Amapá Águas Profundas,2022-07-11 00:00:00,2022-11-24 00:00:00,0000FF,Parametrização de levantamento OBN em Amapá Águas Profundas,FZA-M-125-FZA-M-125_R11
Trim 3,Sísmica,,Parametrização de levantamento OBN em Amapá Águas Profundas,2022-07-11 00:00:00,2022-11-24 00:00:00,0000FF,Parametrização de levantamento OBN em Amapá Águas Profundas,FZA-M-127-FZA-M-127_R11
Trim 3,Sísmica,,Parametrização de levantamento OBN em Amapá Águas Profundas,2022-07-11 00:00:00,2022-11-24 00:00:00,0000FF,Parametrização de levantamento OBN em Amapá Águas Profundas,FZA-M-57-FZA-M-57_R11
Trim 3,Sísmica,,Parametrização de levantamento OBN em Amapá Águas Profundas,2022-07-11 00:00:00,2022-11-24 00:00:00,0000FF,Parametrização de levantamento OBN em Amapá Águas Profundas,FZA-M-59-FZA-M-59_R11
Trim 3,Sísmica,,Parametrização de levantamento OBN em Amapá Águas Profundas,2022-07-11 00:00:00,2022-11-24 00:00:00,0000FF,Parametrização de levantamento OBN em Amapá Águas Profundas,FZA-M-86-FZA-M-86_R11
Trim 3,Sísmica,,Parametrização de levantamento OBN em Amapá Águas Profundas,2022-07-11 00:00:00,2022-11-24 00:00:00,0000FF,Parametrização de levantamento OBN em Amapá Águas Profundas,FZA-M-88-FZA-M-88_R11
Trim 3,Sísmica,,Parametrização de Monitoramento Sísmico em Mero,2022-08-22 00:00:00,2023-06-02 00:00:00,0000FF,Parametrização de Monitoramento Sísmico em Mero,MERO-LIBRA_P1
Trim 3,Sísmica,,Pós Processamento do Dado  3D_BRC_MARLIM_SUL_MARLIM 2010,2018-08-24 00:00:00,2018-11-08 00:00:00,0000FF,Pós Processamento do Dado  3D_BRC_MARLIM_SUL_MARLIM 2010,MARLIM LESTE-MARLIM LESTE
Trim 3,Sísmica,,R0022_MERGE_3D_PICANHA_ALB_MRL,2020-07-20 00:00:00,2021-04-05 00:00:00,0000FF,R0022_MERGE_3D_PICANHA_ALB_MRL,ALBACORA-ALBACORA
Trim 3,Sísmica,,R0022_MERGE_3D_PICANHA_ALB_MRL,2020-07-20 00:00:00,2021-04-05 00:00:00,0000FF,R0022_MERGE_3D_PICANHA_ALB_MRL,MARLIM-MARLIM
Trim 3,Sísmica,,R01.0255_MARLIM_ALTA_RES_PSDM,2018-08-03 00:00:00,2021-07-05 00:00:00,0000FF,R01.0255_MARLIM_ALTA_RES_PSDM,MARLIM-MARLIM
Trim 3,Sísmica,,R0258_3D_MLL_MLS - PSDM,2017-08-15 00:00:00,2019-07-10 00:00:00,0000FF,R0258_3D_MLL_MLS - PSDM,MARLIM LESTE-MARLIM LESTE
Trim 3,Sísmica,,R0258_3D_MLL_MLS - PSDM,2017-08-15 00:00:00,2019-07-10 00:00:00,0000FF,R0258_3D_MLL_MLS - PSDM,MARLIM SUL-MARLIM SUL
Trim 3,Sísmica,,R0258_UIRAPURU_ITERDEC_INTEGRADO,2018-09-11 00:00:00,2018-10-08 00:00:00,0000FF,R0258_UIRAPURU_ITERDEC_INTEGRADO,UIRAPURU-Uirapuru_P4
Trim 3,Sísmica,,R0264_BULLSEYE_ITD_INTG,2020-09-14 00:00:00,2020-11-11 00:00:00,0000FF,R0264_BULLSEYE_ITD_INTG,C-M-344-C-M-344_R14
Trim 3,Sísmica,,R0264_BULLSEYE_ITD_INTG,2020-09-14 00:00:00,2020-11-11 00:00:00,0000FF,R0264_BULLSEYE_ITD_INTG,C-M-346-C-M-346_R14
Trim 3,Sísmica,,R0264_BULLSEYE_ITD_INTG,2020-09-14 00:00:00,2020-11-11 00:00:00,0000FF,R0264_BULLSEYE_ITD_INTG,C-M-411-C-M-411_R14
Trim 3,Sísmica,,R0264_BULLSEYE_ITD_INTG,2020-09-14 00:00:00,2020-11-11 00:00:00,0000FF,R0264_BULLSEYE_ITD_INTG,C-M-413-C-M-413_R14
Trim 3,Sísmica,,R0264_NARU_YBA_POS_STACK,2020-07-19 00:00:00,2020-11-11 00:00:00,0000FF,R0264_NARU_YBA_POS_STACK,C-M-657-C-M-657_R15
Trim 3,Sísmica,,R0264_NARU_YBA_POS_STACK,2020-07-19 00:00:00,2020-11-11 00:00:00,0000FF,R0264_NARU_YBA_POS_STACK,C-M-709-C-M-709_R15
Trim 3,Sísmica,,R0264_NEBULA_A_ITERDEC,2021-09-22 00:00:00,2021-11-03 00:00:00,0000FF,R0264_NEBULA_A_ITERDEC,C-M-789-C-M-789_R15
Trim 3,Sísmica,,R0264_Santos _VII_CM789_Opal_Iterdec_Integrado,2019-07-24 00:00:00,2019-10-31 00:00:00,0000FF,R0264_Santos _VII_CM789_Opal_Iterdec_Integrado,C-M-789-C-M-789_R15
Trim 3,Sísmica,,R0264_SANTOS7_3MARIAS_N_POS,2019-07-30 00:00:00,2019-09-11 00:00:00,0000FF,R0264_SANTOS7_3MARIAS_N_POS,TRÊS MARIAS-TRÊS MARIAS
Trim 3,Sísmica,,R0264_SANTOS7_3MARIAS_POS,2019-09-05 00:00:00,2019-10-11 00:00:00,0000FF,R0264_SANTOS7_3MARIAS_POS,TRÊS MARIAS-TRÊS MARIAS
Trim 3,Sísmica,,R0264_YBA_PSDM_FWI,2020-07-08 00:00:00,2022-08-29 00:00:00,0000FF,R0264_YBA_PSDM_FWI,C-M-709-C-M-709_R15
Trim 3,Sísmica,,R0268_3D_ARAM_LSM,2022-08-15 00:00:00,2023-04-17 00:00:00,0000FF,R0268_3D_ARAM_LSM,ARAM-Aram_P6
Trim 3,Sísmica,,R0268_3D_ARAM_LSM_-_ITERDEC_INTEGRADO,2023-07-03 00:00:00,2023-08-09 00:00:00,0000FF,R0268_3D_ARAM_LSM_-_ITERDEC_INTEGRADO,ARAM-Aram_P6
Trim 3,Sísmica,,R0268_3D_ARAM_LSM_-_PRE-COND_INV,2023-08-01 00:00:00,2023-09-06 00:00:00,0000FF,R0268_3D_ARAM_LSM_-_PRE-COND_INV,ARAM-Aram_P6
Trim 3,Sísmica,,R0268_PSDM_ARAM_CENT_GEOHAZARD,2020-09-01 00:00:00,2021-03-23 00:00:00,0000FF,R0268_PSDM_ARAM_CENT_GEOHAZARD,ARAM-Aram_P6
Trim 3,Sísmica,,R0268_PSDM_ARAM_CENTRAL,2020-07-06 00:00:00,2021-05-14 00:00:00,0000FF,R0268_PSDM_ARAM_CENTRAL,ARAM-Aram_P6
Trim 3,Sísmica,,R0302_BUZIOS - SISMEC,2020-09-01 00:00:00,2020-10-19 00:00:00,0000FF,R0302_BUZIOS - SISMEC,BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,R0302_BUZIOS - SISMEC,2020-09-01 00:00:00,2020-10-19 00:00:00,0000FF,R0302_BUZIOS - SISMEC,BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,R0302_BUZIOS (ITERDEC),2018-09-02 00:00:00,2019-03-15 00:00:00,0000FF,R0302_BUZIOS (ITERDEC),BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,R0302_BUZIOS (ITERDEC),2018-09-02 00:00:00,2019-03-15 00:00:00,0000FF,R0302_BUZIOS (ITERDEC),BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,R0302_BUZIOS (POSPROC),2018-08-01 00:00:00,2019-01-28 00:00:00,0000FF,R0302_BUZIOS (POSPROC),BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,R0302_BUZIOS (POSPROC),2018-08-01 00:00:00,2019-01-28 00:00:00,0000FF,R0302_BUZIOS (POSPROC),BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,R0302_BUZIOS_ITERDEC,2019-09-06 00:00:00,2020-03-06 00:00:00,0000FF,R0302_BUZIOS_ITERDEC,BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,R0302_BUZIOS_ITERDEC,2019-09-06 00:00:00,2020-03-06 00:00:00,0000FF,R0302_BUZIOS_ITERDEC,BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,R0302_BUZIOS_RASO_LESTE,2021-07-14 00:00:00,2021-11-23 00:00:00,0000FF,R0302_BUZIOS_RASO_LESTE,BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,R0302_BUZIOS_RASO_LESTE,2021-07-14 00:00:00,2021-11-23 00:00:00,0000FF,R0302_BUZIOS_RASO_LESTE,BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,R0306_ALBACORA_FORNO_PSDM_FWI,2017-09-04 00:00:00,2021-06-07 00:00:00,0000FF,R0306_ALBACORA_FORNO_PSDM_FWI,ALBACORA-ALBACORA
Trim 3,Sísmica,,R0326_Bullseye_Exxon,2020-08-18 00:00:00,2020-09-04 00:00:00,0000FF,R0326_Bullseye_Exxon,C-M-344-C-M-344_R14
Trim 3,Sísmica,,R0326_Bullseye_Exxon,2020-08-18 00:00:00,2020-09-04 00:00:00,0000FF,R0326_Bullseye_Exxon,C-M-346-C-M-346_R14
Trim 3,Sísmica,,R0326_Bullseye_Exxon,2020-08-18 00:00:00,2020-09-04 00:00:00,0000FF,R0326_Bullseye_Exxon,C-M-411-C-M-411_R14
Trim 3,Sísmica,,R0326_Bullseye_Exxon,2020-08-18 00:00:00,2020-09-04 00:00:00,0000FF,R0326_Bullseye_Exxon,C-M-413-C-M-413_R14
Trim 3,Sísmica,,R0326_URISSANE_BIAZIMUTE_PSDM,2020-08-03 00:00:00,2021-06-11 00:00:00,0000FF,R0326_URISSANE_BIAZIMUTE_PSDM,C-M-411-C-M-411_R14
Trim 3,Sísmica,,R0327_3D_ALBACORA_PSDM_BIAZ,2022-08-08 00:00:00,2023-05-03 00:00:00,0000FF,R0327_3D_ALBACORA_PSDM_BIAZ,ALBACORA-ALBACORA
Trim 3,Sísmica,,R0372_NODES_BUZIOS_PRE_CONDICIONAMENTO,2020-08-03 00:00:00,2020-11-06 00:00:00,0000FF,R0372_NODES_BUZIOS_PRE_CONDICIONAMENTO,BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Sísmica,,R0372_NODES_BUZIOS_PRE_CONDICIONAMENTO,2020-08-03 00:00:00,2020-11-06 00:00:00,0000FF,R0372_NODES_BUZIOS_PRE_CONDICIONAMENTO,BÚZIOS-CESSÃO ONEROSA
Trim 3,Sísmica,,R0396_OPAL_PSDM_BIAZIMUTE,2021-09-23 00:00:00,2021-11-23 00:00:00,0000FF,R0396_OPAL_PSDM_BIAZIMUTE,C-M-789-C-M-789_R15
Trim 3,Sísmica,,Reprocessamento Campo de Marlim Sul (Eoceno - Arenito Enchova),2022-08-01 00:00:00,2022-12-20 00:00:00,0000FF,Reprocessamento Campo de Marlim Sul (Eoceno - Arenito Enchova),MARLIM SUL-MARLIM SUL
Trim 4,Licenciamento Ambiental,, Autorização de distribuição dos EAs,2019-12-19 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,1-DEV-14A-MAS-BM-BAR-3
Trim 4,Licenciamento Ambiental,, Autorização de distribuição dos EAs,2019-12-19 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BAR-M-175-BM-BAR-5
Trim 4,Licenciamento Ambiental,, Autorização de distribuição dos EAs,2019-12-19 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BM-BAR-3-BM-BAR-3
Trim 4,Licenciamento Ambiental,, Autorização de distribuição dos EAs,2024-11-27 00:00:00,,666666,PERFURAÇÃO POT-M-952,POT-M-952-POT-M-952_R15
Trim 4,Licenciamento Ambiental,, Autorização de distribuição dos EAs,2024-12-25 00:00:00,,666666,PERFURAÇÃO POT-M-859,POT-M-859-POT-M-859_R15
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2024-12-26 00:00:00,,666666,PERFURAÇÃO FZA-M-59,FZA-M-59-FZA-M-59_R11
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-12-27 00:00:00,,666666,PERFURAÇÃO BM-BAR-1 2022,1-MAS-36-BM-BAR-1
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-12-27 00:00:00,,666666,PERFURAÇÃO BM-BAR-1 2022,BM-BAR-1-BM-BAR-1
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2028-11-22 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,1-PAS-27-BM-PAMA-3
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2028-11-22 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,BM-PAMA-3-BM-PAMA-3
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2028-11-22 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,PAMA-M-192-BM-PAMA-8
Trim 4,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2028-11-22 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,PAMA-M-194-BM-PAMA-8
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2019-11-18 00:00:00,,666666,"ALTO DE CABO FRIO CENTRAL, DOIS IRMÃOS E SC-AP-5 (EXTENSÃO AGBC)",ALTO DE CABO FRIO CENTRAL-Alto de Cabo Frio Central_P3
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2019-11-18 00:00:00,,666666,"ALTO DE CABO FRIO CENTRAL, DOIS IRMÃOS E SC-AP-5 (EXTENSÃO AGBC)",DOIS IRMÃOS-Dois Irmãos_P4
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2026-10-26 00:00:00,,666666,PERFURAÇÃO POT-M-952,POT-M-952-POT-M-952_R15
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2028-12-06 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,1-PAS-27-BM-PAMA-3
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2028-12-06 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,BM-PAMA-3-BM-PAMA-3
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2028-12-06 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,PAMA-M-192-BM-PAMA-8
Trim 4,Licenciamento Ambiental,, Emissão da 1ª LO,2028-12-06 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,PAMA-M-194-BM-PAMA-8
Trim 4,Licenciamento Ambiental,, Emissão da 2ª LO,2023-10-02 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-663-BM-POT-16
Trim 4,Licenciamento Ambiental,, Emissão da 2ª LO,2023-10-02 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-665-BM-POT-17
Trim 4,Licenciamento Ambiental,, Emissão da 2ª LO,2023-10-02 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-760-BM-POT-16
Trim 4,Licenciamento Ambiental,, Emissão da 2ª LO,2023-10-02 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-853-BM-POT-17
